90,74649
99,542
101,1798
0
96,738
102,38628
93,233
96,6555
91,831
101,454
88,326
104,38794
89,728
58,6788
78,512
55,7997
24,49828
65,894
73,4856
20,6612
65,894
17,25584
77,94135
20,6612
70,1
22,18608
84,43989
13,94631
80,615
16,68358
91,33602
25,23618
87,625
27,86466
91,5828
55,41629
82,017
18,9286
105,0186
37,92806
89,027
25,5316
113,793
44,56916
92,532
26,89622
117,61809
26,5644
96,738
15,89122
121,7448
40,80587
96,037
11,31314
48,40624
0
8,05346
3,57
21,32304
6,12
19,41357
14,7599
30,90175
34,95087
7,14
18,97731
23,88811
8,16
39,2634
22,4981
9,18
134,65892
28,8033
5,61
162,43414
27,5136
9,18
153,34539
6,95516
30,9528
10,2
192,6815
10,5648
42,60309
11,73
182,42939
10,1246
43,83547
16,83
210,49545
11,26912
48,01983
17,34
167,45113
41,39937
10,71
169,4143
55,887
15,81
176,6853
3,5216
47,46096
9,18
189,48226
7,35134
49,5818
8,67
168,10552
0,79236
63,86881
8,16
150,36428
2,81728
62,24952
2,04
126,00643
3,9618
42,24484
141,0574
1,14452
46,8591
2,04
114,66367
5,9427
46,32889
4,08
96,04991
1,71678
46,1426
8,16
100,19438
1,36462
49,8684
11,73
109,64668
11,4452
29,5198
8,67
116,77226
16,33142
20,3486
102,15755
3,60964
43,16196
10,2
87,9791
2,94934
57,43464
18,87
66,1661
6,603
59,8994
17,34
62,5306
5,85466
42,8467
8,16
82,74398
1,3206
33,6755
8,67
90,1604
2,201
27,8002
7,14
101,0669
33,87612
9,69
105,57492
32,17085
9,18
85,65238
37,9745
6,63
109,64668
3,16944
25,16348
6,63
159,52574
11,18108
24,76224
10,2
138,73068
12,01746
27,91484
10,71
132,69575
16,2874
19,56045
4,08
144,98374
20,55734
27,09803
124,91578
4,3026
18,62046
25,5074
122,66177
21,0888
25,04738
25,46441
137,85816
9,5546
23,1105
33,11663
162,79769
8,181
21,83392
21,3517
158,36238
5,05
26,27994
15,4764
182,06584
14,0188
33,41118
12,7537
197,26223
26,94024
3,5825
197,0441
38,64956
21,59531
166,28777
20,3212
42,08312
14,96052
165,56067
30,3606
36,58062
14,73124
163,52479
38,4204
29,97762
22,81336
166,65132
43,2684
34,5557
16,89507
169,77785
20,2
33,63128
11,14874
189,33684
12,12
32,97098
8,598
193,84486
2,7674
40,0582
196,46242
41,07066
189,046
37,94524
174,57671
1,212
34,46766
175,88549
1,0504
30,5939
2,56507
158,87135
3,3309
33,05902
1,23238
149,7826
1,4804
27,77662
8,56934
141,85721
0,7402
13,47012
24,361
140,62114
11,48922
36,91408
138,36713
15,93524
32,72972
138,07629
20,4693
15,74867
141,7845
18,00418
142,87515
5,76662
18,70065
127,60605
6,03074
22,3548
133,42285
6,69104
22,6414
134,44079
10,1246
14,94619
116,77226
9,94852
1,07475
103,82988
3,5216
9,3145
103,03007
0,26412
11,6073
97,21327
2,28904
15,14681
93,21422
6,3829
16,7661
84,56173
13,07394
23,09996
14,21846
12,26648
18,2683
15,9063
13,91032
19,74674
2,0891
13,33806
21,2084
9,11214
17,196
14,3065
22,95666
16,85966
17,196
3,06
13,95434
4,18436
15,97926
10,81915
2,04
16,0673
0
19,06066
23,28658
4,59
23,02246
7,65
31,4743
10,24794
35,52414
3,69342
19,32478
0,5202
20,9095
1,53
4,9419
19,89704
1,53
4,88988
18,13624
0,51
12,72178
6,63
24,12296
7,14
18,97262
3,71147
8,16
9,94852
1,2897
14,28
4,79818
6,52015
14,28
8,18772
7,7382
15,3
19,89704
8,3114
11,73
22,27412
7,91016
10,2
28,52496
3,66848
29,40536
2,0891
9,46764
23,81482
3,79746
14,17444
2,04
15,31896
1,02
16,81564
3,06
2,0891
9,59636
3,57
8,3531
6,64702
9,69
22,9691
5,81064
16,32
20,8811
18,87
20,8811
1,93688
12,24
18,7931
5,23838
15,81
14,6171
9,9045
16,32
20,8811
11,92942
15,81
27,1451
18,7085
9,69
31,3211
21,43774
6,63
39,6731
19,50086
12,75
48,0251
20,42528
4,08
52,2011
3,69342
25,9718
56,3771
3,17322
27,0723
3,57
66,8171
0,9947
25,88376
3,57
3,434
60,5531
24,73924
12,24
26,563
2,08887
18,62046
13,26
27,27
17,37883
27,11632
10,71
13,0088
1,09242
5,3998
27,2924
6,12
15,5742
9,64859
25,26748
2,55
11,0898
10,0891
27,68858
11,60046
2,00361
27,24838
17,53074
30,814
38,33874
32,61882
32,7726
31,60636
46,2978
29,84556
46,71396
37,76916
51,55182
31,38626
73,6083
31,16616
78,2901
27,77662
94,98852
29,40536
85,20876
18,09222
56,90988
21,48176
68,1462
21,65784
23,02246
21,87794
26,412
30,02164
0,692
28,26084
11,072
29,88958
32,524
36,22846
26,988
38,86966
42,904
40,9386
41,52
37,6371
67,816
41,77498
68,508
30,68194
62,28
30,76998
56,052
75,428
67,816
3,0087
58,128
2,8833
40,136
6,2577
10,38
11,7183
42,212
10,5099
1,219
49,132
11,7297
9,275
47,056
12,0261
18,815
33,216
10,6011
35,292
10,8063
44,98
10,7379
35,292
11,8437
3,48
51,208
11,6271
15,8894
63,664
12,2199
38,0918
82,348
11,6955
37,247
87,192
11,9121
42,9098
58,128
12,2541
31,8086
30,448
12,0147
18,8198
29,064
12,0945
15,005
39,444
10,8519
38,2106
58,128
12,2313
41,7746
22,144
11,9007
38,501
26,296
12,1173
38,7254
24,74
35,292
11,9919
48,6518
20,9
40,136
12,0489
47,807
48,36
35,984
11,7183
47,5826
61,4
42,904
12,1287
42,0914
73,86
40,828
11,9463
37,8278
68,7
42,904
11,4333
40,3358
43,82
47,748
11,7297
46,1042
48,36
65,048
11,2509
62,921
58,4
68,508
12,0717
53,417
65,24
69,2
12,4365
57,839
78,7
69,892
11,7069
67,7258
74,76
64,356
11,9691
56,1626
77,3
75,428
11,6613
59,5946
65,6
72,66
11,9349
60,9806
78,1
74,044
10,7607
69,2306
78,12
74,044
11,6499
74,3786
81,12
83,732
11,5587
83,7506
65,24
69,892
11,5929
80,345
93,44
65,74
11,9805
80,2922
87,5
52,592
12,0375
79,3418
101,3
56,052
11,7297
72,7154
97,02
70,584
11,9349
64,8746
94,34
76,812
10,7607
65,8118
80,18
91,344
11,3307
71,4218
92,88
112,104
11,8551
56,7038
85,28
90,652
12,2427
37,2338
92,88
95,496
11,8323
38,5538
89,78
97,572
11,6841
34,5014
85,5
96,88
12,0945
35,4518
92,88
92,728
11,9007
47,2658
92,46
96,88
11,6157
48,863
92,46
92,728
11,8893
54,4202
79,26
103,108
11,7297
57,2714
92,88
139,784
9,7233
76,847
92,88
117,64
11,8437
64,8086
87,42
108,644
11,9463
66,2078
92,88
95,496
12,1971
61,469
92,88
119,716
11,6157
70,8938
92,88
112,796
11,9919
59,6606
92,88
118,332
11,4675
66,551
89,68
115,564
11,6727
62,1554
92,88
120,408
11,9805
71,2502
86,94
123,176
11,6043
57,9182
82,9
134,248
11,5929
56,3606
59,08
129,404
12,3567
52,5062
59,62
126,636
12,1515
56,1758
57,62
132,172
11,7297
52,0046
59,14
128,02
11,5929
51,3446
60,16
134,94
11,5473
57,509
61,24
132,864
11,1483
48,4406
66,64
127,328
11,8665
47,675
77,8
126,636
11,5131
42,5402
73,02
139,092
11,6271
40,877
90,4
134,248
11,9235
39,4646
85,74
4,921
139,784
11,8437
25,7894
90,94
22,1312
139,092
12,1971
16,523
90,4
12,901
137,016
12,0489
6,887
90,82
16,625
120,408
12,0489
9,527
87,24
24,073
121,1
11,9235
1,7258
88,84
40,1793
116,948
11,8437
90,82
40,6049
122,484
12,1173
90,82
3,724
116,948
11,5017
98,92
6,8894
140,476
11,6613
3,5078
90,76
134,248
11,4105
98,92
133,556
12,2199
10,253
96,76
137,016
11,7753
8,669
91,32
136,324
11,3991
2,729
94,06
136,324
11,2851
90,82
133,556
12,0489
87,8
143,244
12,0831
90,4
141,86
12,3225
76,46
141,168
12,0603
82,72
140,476
13,2117
90,82
146,012
13,6677
5,237
66,66
143,936
11,7411
9,1838
41,38
146,704
10,7037
6,2006
145,32
12,4479
6,8606
138,4
11,9121
147,396
11,6385
5,501
144,628
11,0913
3,6002
147,396
12,1971
5,0918
161,928
11,0685
6,425
161,236
12,3453
1,409
153,624
11,3991
152,932
11,3421
145,32
12,4023
148,78
11,1597
149,472
7,3407
150,164
5,4597
152,932
5,8587
157,776
5,8131
4,907
162,62
5,8701
13,8566
159,852
5,7903
24,6938
154,316
6,4401
17,1434
159,16
7,7625
25,0898
156,392
10,5897
21,4334
159,852
10,6125
28,931
159,16
11,6271
32,297
157,084
12,4365
39,0818
177,844
11,8437
51,7142
186,148
11,6955
68,3066
202,756
13,1205
72,1742
1,91025
190,3
13,6677
49,0346
19,20155
180,612
13,5537
32,627
44,1197
174,384
12,7557
14,4638
49,82215
179,92
11,1597
27,6242
50,24665
183,38
10,8177
34,0262
46,17145
189,608
9,7005
38,897
39,8464
190,992
9,8829
49,4702
30,9319
184,072
10,3845
34,871
41,884
175,076
9,8373
33,6038
57,49145
186,84
10,4643
37,1942
53,5153
191,684
10,4643
51,9386
42,88865
185,456
10,6581
42,5534
69,6463
197,22
9,7917
53,417
33,40815
206,216
9,2331
53,219
21,55045
205,524
8,3895
58,6178
24,04085
209,676
7,6143
53,813
24,72005
210,368
7,7967
57,3638
12,06995
207,6
8,1615
46,5134
15,57915
204,14
8,7657
51,3446
30,12535
198,604
9,9171
54,7106
38,8276
202,756
10,2819
53,8526
41,75665
201,372
11,3421
44,837
51,0815
204,832
11,3763
44,8898
55,73685
201,372
12,0489
42,593
62,4015
205,524
11,2167
43,8998
63,54765
206,908
11,5017
39,2666
74,86765
202,064
11,6157
35,9534
81,1927
193,068
10,9773
29,9342
87,73
202,756
9,8259
36,2702
81,43325
202,756
10,9317
34,3694
82,93315
205,524
11,6499
33,485
79,70695
210,368
12,6303
34,3298
63,675
210,368
12,0945
51,0278
46,3554
204,14
11,6727
46,5926
56,317
213,136
10,6011
53,0474
34,20055
213,136
10,2933
63,5942
28,583
226,976
8,0133
70,049
6,72125
233,896
8,7315
76,121
5,33455
230,436
8,9481
76,3058
24,09745
225,592
9,6093
67,8974
38,47385
225,592
9,9627
74,537
40,56805
222,132
10,8405
69,3758
24,06915
220,748
10,2249
64,0562
26,9416
222,824
10,6125
65,957
24,3663
221,44
11,1711
53,153
39,3087
216,596
10,5441
42,1046
48,676
210,368
11,0343
42,131
53,5436
208,292
11,8665
39,953
63,34955
203,448
12,4821
41,2598
66,0805
202,064
12,4935
40,5338
71,2877
190,3
12,5961
31,769
84,82925
191,684
12,5733
26,8058
74,8818
186,84
13,6677
32,1122
77,6835
194,452
13,6677
36,257
64,6655
190,992
13,6677
35,4518
63,958
191,684
13,6677
31,109
56,317
190,3
13,6677
30,845
65,5428
200,68
13,6677
36,389
51,03905
194,452
13,6677
36,125
76,976
196,528
13,6677
39,1346
75,4761
206,908
13,6677
45,035
60,1941
210,368
13,6677
45,8534
42,0821
211,06
13,5651
46,1306
44,2895
216,596
13,3485
50,645
42,71885
220,056
13,6677
50,4206
38,6861
222,132
13,6677
47,7806
40,469
211,752
13,6677
44,573
53,13325
211,752
13,6677
46,7114
44,431
218,672
13,6677
44,045
52,87855
214,52
13,6677
44,045
58,00085
216,596
13,6677
49,4306
52,638
217,98
13,6677
44,309
59,0055
212,444
13,6677
43,913
52,4965
208,984
13,5879
45,761
56,2321
199,988
12,9723
48,5858
61,694
198,604
13,3029
43,2266
67,7785
197,22
12,5163
48,1898
69,335
197,912
12,3909
55,9646
71,2311
199,988
12,0717
45,0086
76,976
197,912
12,2541
58,4462
77,4854
194,452
11,6613
57,905
71,7405
197,22
12,8811
57,2714
64,3825
208,984
13,6677
61,337
49,4967
0
1,1662
0
6,974
0,11695
39,87249
3,949
0,74848
41,08881
8,096
1,9012
47,49983
1,859
0,35085
72,4724
8,063
5,7918
0,2074
0,09356
70,83797
15,653
3,6652
50,69267
13,145
1,96
0,4148
0
46,52424
11,33
10,2802
0,6222
32,3085
11,803
10,976
0,8296
0
66,87226
20,405
11,2798
0,4148
0,58475
77,0336
24,706
13,4358
1,245
0,18712
88,0565
20,471
11,7404
1,743
96,07661
9,35
9,506
1,037
0,60814
103,53924
3,872
8,0066
0
77,73045
8,855
6,1936
2,739
64,60433
5,423
8,918
2,739
65,46589
8,195
9,506
2,49
82,05092
13,134
9,1826
0,996
92,06022
19,195
12,0246
0,249
63,0966
27,467
14,0042
4,482
44,76311
36,289
12,789
2,988
38,96025
41,668
13,916
4,98
33,42346
35,332
12,2794
4,233
49,76776
34,276
11,5836
2,988
31,32024
33,297
13,328
5,727
36,4896
30,239
10,0646
4,731
0,8296
29,7745
26,598
8,5358
5,727
0,2074
27,82332
20,174
8,036
5,976
0,2074
29,98989
21,857
6,272
5,478
0,2074
0,21051
16,95246
20,097
1,743
2,9036
1,02916
32,66326
22,352
0,6566
2,4888
0,28068
22,561
9,8
2,4888
20,592
13,671
2,4888
21,967
3,111
32,087
3,7332
34,672
7,497
2,9036
10,136
29,37
3,9406
25,30199
15,928
3,111
0,2339
34,25968
13,97
3,7332
1,49696
40,69604
14,201
3,5258
0,4678
40,06254
20,306
3,5258
0,35085
51,59224
24,244
4,3554
1,8712
44,75044
29,249
3,111
2,15188
49,85645
30,151
3,5258
2,339
51,0601
20,955
3,3184
1,77764
40,68337
17,996
2,6962
1,4034
66,93561
16,621
2,4888
1,96476
65,35186
13,728
2,074
1,80103
84,5089
12,529
2,9036
2,17527
95,5318
9,889
2,9036
1,77764
98,80066
8,613
2,6962
2,26883
83,68535
12,188
2,4888
2,47934
99,00338
15,092
4,148
2,94714
141,1438
17,644
4,7702
4,09325
144,00722
20,394
4,7702
2,59629
145,66699
16,181
4,5628
2,15188
167,6241
12,914
4,9776
1,77764
169,61329
5,185
2,15188
184,7286
9,581
4,7702
1,66069
185,4888
4,3554
1,45018
225,22192
4,9776
1,84781
266,1967
4,9776
1,96476
267,27365
5,3924
2,73663
274,00142
5,5998
2,68985
262,3957
5,3924
2,40917
241,98433
5,185
2,31561
209,59981
6,222
3,0407
2,56
218,06337
6,8442
2,68985
181,181
4,7702
1,49696
189,73325
4,3554
0,44441
207,16717
4,148
0,84204
203,92365
4,3554
1,8712
197,46195
3,5258
2,47934
209,8152
3,7332
2,5729
210,68943
3,5258
2,12849
1,22026
225,61469
3,7332
2,29222
2,4808
235,31991
3,5258
2,1051
0,33196
196,0049
3,3184
2,71324
0,41656
174,57993
2,2814
1,68408
2,21854
162,5561
1,037
0,4678
8,66506
155,81566
1,037
0,74848
6,47392
122,899
15,0862
126,68733
16,32982
128,54982
17,7088
130,7544
17,09122
2,34
133,5418
0,14034
15,44998
5,415
126,5733
0,28068
13,49572
7,665
112,20552
0,2339
11,7022
106,96014
9,3334
56,39417
15,45844
25,6189
39,34948
61,95
37,41214
73,275
34,5442
57,24
34,22272
46,125
32,7253
49,95
35,7709
71,985
40,81306
59,355
42,56428
75,405
37,89436
59,025
41,53216
65,58
45,93136
77,49
48,0802
85,245
49,65376
91,245
54,58594
94,98
51,02428
87,795
52,141
72,51
53,12236
73,725
3,09148
48,82468
71,97
17,89004
47,9956
76,305
36,743
46,27822
67,515
41,0508
44,89924
72,045
29,00163
0
45,46606
74,295
39,07428
1,037
42,7081
69,66
30,07858
0,2074
44,72158
77,46
13,1768
0,2074
44,63698
55,98
12,0365
44,33242
50,535
6,62641
0,6222
43,65562
32,37
0,4148
45,0769
32,88
6,13228
0,4148
42,7504
29,415
0
49,78066
35,16
45,36454
35,31
0,6222
45,796
24,315
1,037
49,5184
22,215
1,037
51,52342
27,375
1,6592
48,5032
33,705
1,4518
55,00048
35,16
1,4518
52,96162
38,685
1,6592
52,0141
41,31
1,4518
50,08522
33,24
1,8666
43,19878
24,36
2,2814
44,68774
21,195
3,3184
42,47968
17,985
3,7332
38,2243
14,625
3,5258
36,067
18,525
2,6962
37,9282
13,62
1,4518
36,62536
9,585
1,037
37,5898
9,12
1,4518
34,5019
13,86
2,074
37,0822
26,625
1,6592
35,24638
28,23
2,9036
35,66092
30,21
3,3184
38,45272
25,59
4,148
33,90124
20,07
3,5258
34,14658
27,93
3,111
33,8674
51,54
0
2,4888
36,22774
42,75
2,752
2,4888
0
0,99
27,58712
0,1001
0
26,9236
1,1768
29,0928
1,7652
27,96992
0,339
16,56248
10,9252
1,356
11,7975
9,492
1,67156
16,5308
11,187
9,4809
13,221
16,2877
19,323
14,2857
16,95
15,587
22,374
12,5411
13,221
0
17,8035
15,933
17,875
24,069
18,161
26,103
22,9515
24,747
14,5431
22,374
26,741
24,408
0
23,309
25,086
0,5332
0,5558
2,2232
1,6674
0
0,11116
2,05646
0,5558
0,5558
0
0,94486
4,94662
3,6127
7,2254
6,1138
6,6696
8,337
12,7834
12,17202
9,78208
8,8928
8,55932
9,4486
8,83722
11,116
12,7834
11,6718
14,4508
14,4508
0
16,28494
12,2276
9,4486
6,1138
6,16938
5,22452
2,779
2,2232
3,8906
4,22408
1,05602
6,6696
8,50374
12,11644
10,72694
12,7834
13,39478
7,2254
11,116
14,4508
15,0066
15,67356
11,116
11,6718
11,6718
11,00484
10,2823
17,56328
11,33832
0,27
13,3392
0,27
8,8928
10,67136
10,33788
0
10,0044
11,116
12,33876
0,837
4,41
13,83942
0,6615
16,17378
13,895
15,50682
4,401
8,5995
22,232
1,458
3,969
22,39874
5,022
4,851
24,4552
6,21
7,938
0
22,39874
10,53
10,143
24,4552
23,868
8,1585
1,03467
22,89896
19,17
11,466
5,88966
17,2298
23,409
8,5995
2,94483
15,67356
21,357
8,82
15,04251
20,45344
28,161
7,497
20,05668
21,1204
34,263
7,7175
39,31746
18,45256
21,114
9,9225
49,58457
18,73046
35,235
12,1275
47,83359
19,7309
29,538
13,23
52,76817
19,23068
27,621
13,671
42,9786
18,3414
24,3
13,23
24,27495
18,0635
19,224
13,4505
24,75249
16,674
17,01
8,379
37,72566
20,5646
20,034
6,174
49,10703
25,011
38,988
12,5685
50,85801
21,6762
35,046
3,969
48,07236
21,6762
35,019
4,6305
57,14562
17,17422
40,473
3,3075
56,27013
17,00748
42,201
6,615
59,6925
15,0066
40,878
3,3075
60,09045
13,11688
44,388
3,528
45,76425
14,4508
45,198
2,646
53,72325
12,00528
40,905
0,6615
53,3253
10,0044
46,71
7,056
58,73742
9,4486
44,82
9,261
62,8761
9,4486
42,498
9,9225
55,79259
8,8928
40,23
11,2455
69,72084
13,28362
35,127
11,6865
74,41665
0,5448
12,7834
43,092
11,907
56,03136
23,9712
25,5668
63,504
16,0965
66,53724
36,5016
23,39918
58,779
16,317
79,27164
9,8064
21,6762
57,51
16,758
76,08804
1,466
11,1684
22,62106
87,318
15,435
81,26139
4,398
14,4372
20,73134
133,11
15,435
66,21888
8,063
3,5412
27,2342
140,103
20,5065
79,66959
33,718
35,1396
30,2911
188,163
24,255
77,28189
49,111
67,2828
23,6215
163,971
20,727
74,17788
32,252
56,3868
21,28714
156,681
21,8295
83,80827
40,315
45,4908
14,4508
150,66
14,553
93,51825
38,849
40,86
10,61578
156,33
42,336
88,58367
37,383
75,1824
6,22496
151,47
38,5875
66,37806
12,461
65,1036
0,252
126,981
28,224
41,78475
2,199
114,9528
9,4486
42,42147
23,456
199,6692
4,3033
10,0044
47,91318
19,058
257,418
8,83722
54,28038
10,262
191,7696
5,558
56,98644
19,058
199,1244
5,0022
65,34339
19,058
238,35
4,00176
53,48448
25,655
258,5076
65,82093
32,985
300,7296
65,02503
23,456
278,1204
70,19838
29,32
252,2424
77,67984
17,592
251,4252
78,07779
19,058
254,4216
77,44107
23,456
259,0524
0
87,15105
17,592
247,884
68,36781
11,728
225,5472
0
64,62708
10,995
231,8124
0,33348
60,40881
14,66
202,1208
60,64758
8,063
174,0636
57,3048
171,0672
44,88876
2,932
196,4004
42,89901
5,131
196,6728
47,27646
17,592
178,1496
33,98493
29,32
169,1604
30,96051
30,053
166,7088
29,52789
32,985
194,4936
32,87067
24,922
185,7768
40,67049
23,456
160,716
42,73983
29,32
197,2176
37,32771
35,917
191,2248
0,252
36,53181
27,854
203,2104
40,51131
9,529
196,9452
50,06211
8,063
201,0312
59,05578
6,597
212,472
54,43956
14,66
229,3608
61,20471
29,32
242,1636
49,50498
16,859
237,5328
50,06211
11,728
224,1852
47,43564
10,262
221,7336
47,35605
1,466
248,4288
54,67833
1,466
275,124
50,06211
7,33
233,7192
44,49081
7,33
233,9916
41,78475
11,728
216,2856
0
0
0
0
0
0
0
0
1,04264
0
0
0
0
0
1,04264
1,04264
0
1,04264
3,12792
4,17056
5,2132
6,25584
3,12792
0
1,04264
4,17056
1,04264
0
0
3,12792
4,17056
8,34112
13,55432
14,59696
17,72488
17,72488
19,81016
18,76752
20,8528
22,93808
18,76752
18,76752
19,81016
19,81016
20,8528
19,81016
21,89544
23,98072
33,36448
25,02336
19,81016
19,81016
20,8528
19,81016
21,89544
21,89544
21,89544
20,8528
19,81016
20,8528
22,93808
21,89544
21,89544
21,89544
61,51576
64,64368
63,60104
60,47312
57,3452
62,5584
66,72896
63,60104
59,43048
61,51576
62,5584
61,51576
61,51576
64,64368
64,64368
66,72896
67,7716
62,5584
67,7716
67,7716
65,68632
67,7716
67,7716
64,64368
65,68632
67,7716
66,72896
0,417
67,7716
67,7716
64,64368
62,5584
60,47312
64,64368
66,72896
64,64368
4,7955
62,5584
63,60104
65,68632
66,72896
64,64368
63,60104
64,64368
63,60104
62,5584
66,72896
66,72896
66,72896
67,7716
67,7716
67,7716
66,72896
64,64368
58,38784
59,43048
1,3252
63,60104
4,2732
61,51576
4,2732
61,51576
4,568
67,7716
12,2328
4,2746
77,15536
8,6952
69,85688
8,1056
68,81424
6,9264
67,7716
4,2732
76,11272
11,938
69,85688
14,5912
67,7716
67,7716
67,7716
67,7716
63,60104
69,85688
68,81424
66,72896
61,51576
62,5584
59,43048
44,83352
49,00408
44,83352
51,08936
54,21728
54,21728
57,3452
55,25992
61,51576
0,2957
62,5584
18,9248
61,51576
65,68632
64,64368
67,7716
64,64368
67,7716
64,64368
59,43048
0
56,30256
66,72896
62,5584
54,21728
59,43048
57,3452
61,51576
58,38784
57,3452
57,3452
58,38784
58,38784
57,3452
53,17464
23,98072
15,6396
33,36448
55,25992
41,7056
45,87616
43,79088
38,57768
18,76752
28,15128
39,62032
43,79088
32,32184
36,4924
46,9188
50,04672
41,7056
32,32184
35,44976
42,74824
38,57768
41,7056
41,7056
41,7056
40,66296
34,40712
38,57768
38,57768
37,53504
41,7056
37,53504
38,57768
39,62032
39,62032
33,36448
38,57768
38,57768
35,44976
39,62032
39,62032
39,62032
40,66296
42,74824
39,62032
36,4924
27,10864
27,10864
39,62032
39,62032
33,36448
39,62032
39,62032
34,40712
28,15128
39,62032
39,62032
38,57768
39,62032
39,62032
4,9572
39,62032
23,1336
0,1006
38,57768
13,77
37,53504
39,62032
2,754
4,605
39,62032
28,6416
10,1606
39,62032
28,917
22,635
39,62032
39,933
28,671
42,74824
27,8154
48,8916
42,74824
26,4384
41,6484
44,83352
17,6256
40,66296
11,5668
42,74824
4,4064
51,08936
15,4224
52,132
29,4678
